"m","P_3A5","PA","PE_INAC","2","1","1306300140027002","32","n"
"m","P_0A2","NOA","PE_INAC","0","0","1306300140027002","33","n"
"m","P_6A11","PA","PE_INAC","2","2","1306300140027002","34","n"
"m","P_25A130","PA","PEA","3","4","1306300140027002","35","n"
"m","P_25A130","PA","PEA","3","4","1306300140027002","36","n"
"m","P_3A5","PA","PE_INAC","1","1","1306300140027002","37","n"
"m","P_3A5","PA","PE_INAC","1","1","1306300140027002","38","n"
"f","P_18A24","PA","PE_INAC","2","4","1306300140027002","39","n"
"f","P_6A11","PA","PE_INAC","4","2","1306300140027002","40","n"
"m","P_25A130","PA","PEA","3","4","1306300140027002","41","n"
"f","P_18A24","PA","PEA","3","4","1306300140027002","42","n"
"f","P_18A24","PA","PEA","3","4","1306300140027002","43","n"
"m","P_25A130","PA","PEA","3","4","1306300140027002","44","n"
"f","P_25A130","PA","PEA","1","11","1306300140027002","45","n"
"f","P_25A130","PA","PEA","6","11","1306300140027003","402","n"
"m","P_25A130","PA","PEA","3","4","1306300140027003","403","n"
"m","P_25A130","PA","PEA","2","11","1306300140027003","404","n"
"f","P_25A130","PA","PEA","6","11","1306300140027003","405","n"
"m","P_6A11","PA","PE_INAC","1","2","1306300140027003","406","n"
"m","P_18A24","PA","PE_INAC","3","4","1306300140027003","407","n"
"f","P_0A2","NOA","PE_INAC","0","0","1306300140027003","408","n"
"f","P_12A14","PA","PE_INAC","6","2","1306300140027003","409","n"
"f","P_25A130","NOA","PE_INAC","3","4","1306300140027003","410","n"
"f","P_12A14","PA","PE_INAC","6","2","1306300140027003","411","n"
"m","P_12A14","PA","PE_INAC","1","3","1306300140027003","412","n"
"m","P_15A17","PA","PE_INAC","3","3","1306300140027003","413","n"
"m","P_25A130","PA","PEA","3","4","1306300140027003","414","n"
"m","P_25A130","NOA","PEA","6","2","1306300140027003","415","n"
"m","P_6A11","PA","PE_INAC","5","2","1306300140027003","416","n"
"f","P_6A11","PA","PE_INAC","4","2","1306300140027003","417","n"
"m","P_15A17","PA","PEA","2","4","1306300140027003","418","n"
"m","P_18A24","PA","PEA","1","11","1306300140027003","419","n"
"m","P_25A130","NOA","PEA","3","4","1306300140027003","420","n"
"m","P_15A17","PA","PE_INAC","1","5","1306300140027003","421","n"
"f","P_25A130","PA","PEA","3","11","1306300140027003","422","n"
"f","P_25A130","PA","PE_INAC","2","11","1306300140027003","423","n"
"m","P_6A11","PA","PE_INAC","4","2","1306300140027003","424","n"
"f","P_25A130","PA","PEA","3","11","1306300140027003","425","n"
"f","P_25A130","PA","PEA","1","11","1306300140027003","426","n"
"f","P_25A130","NOA","PE_INAC","2","2","1306300140027003","427","n"
"f","P_25A130","PA","PEA","1","11","1306300140027003","428","n"
"f","P_25A130","PA","PEA","3","11","1306300140027003","429","n"
"m","P_3A5","PA","PE_INAC","2","1","1306300140027003","430","n"
"m","P_25A130","NOA","PE_INAC","3","2","1306300140027003","431","n"
"m","P_0A2","NOA","PE_INAC","0","0","1306300140027003","432","n"
"f","P_6A11","PA","PE_INAC","3","2","1306300140027003","433","n"
"m","P_25A130","PA","PEA","2","11","1306300140027003","434","n"
"m","P_25A130","PA","PEA","2","11","1306300140027003","435","n"
"f","P_15A17","PA","PE_INAC","1","4","1306300140027003","436","n"
"f","P_15A17","PA","PE_INAC","1","7","1306300140027003","437","n"
"m","P_6A11","PA","PE_INAC","3","2","1306300140027003","438","n"
"m","P_3A5","PA","PE_INAC","1","1","1306300140027003","439","n"
"f","P_25A130","NOA","PEA","3","3","1306300140027003","440","n"
"m","P_25A130","PA","PEA","3","4","1306300140027003","441","n"
"m","P_0A2","NOA","PE_INAC","0","0","1306300140027003","442","n"
"f","P_15A17","PA","PE_INAC","3","3","1306300140027003","443","n"
"m","P_25A130","NOA","PEA","5","11","1306300140027003","444","n"
"m","P_25A130","NOA","PEA","3","3","1306300140027003","445","n"
"f","P_25A130","PA","PEA","3","11","1306300140027003","446","n"
"f","P_18A24","PA","PE_INAC","3","4","1306300140027003","447","n"
"m","P_25A130","NOA","PEA","3","3","1306300140027003","448","n"
"f","P_12A14","PA","PE_INAC","1","3","1306300140027003","449","n"
"f","P_15A17","NOA","PEA","6","2","1306300140027005","860","y"
"m","P_6A11","NOA","PE_INAC","1","2","1306300140027005","861","y"
"f","P_12A14","NOA","PE_INAC","3","3","1306300140027005","862","y"
"m","P_3A5","NOA","PE_INAC","0","0","1306300140027005","863","y"
"m","P_12A14","PA","PEA","1","2","1306300140027005","864","y"
"m","P_12A14","PA","PEA","1","2","1306300140027005","865","y"
"m","P_12A14","PA","PEA","1","2","1306300140027005","866","y"
"f","P_0A2","NOA","PE_INAC","0","0","1306300140027005","867","y"
"f","P_15A17","PA","PEA","1","4","1306300140027005","868","y"
"m","P_25A130","NOA","PEA","2","11","1306300140027006","1149","y"
"m","P_25A130","PA","PEA","3","4","1306300140027006","1150","y"
"m","P_25A130","NOA","PEA","4","2","1306300140027006","1151","y"
"f","P_0A2","NOA","PE_INAC","0","0","1306300140027006","1152","y"
"m","P_15A17","PA","PEA","2","4","1306300140027006","1153","y"
"f","P_25A130","PA","PEA","6","11","1306300140027006","1154","y"
"f","P_0A2","NOA","PE_INAC","0","0","1306300140027006","1155","y"
"f","P_12A14","PA","PE_INAC","5","2","1306300140027006","1156","y"
"f","P_25A130","NOA","PEA","3","2","1306300140027006","1157","y"
"m","P_25A130","NOA","PEA","6","2","1306300140027006","1158","y"
"m","P_3A5","PA","PE_INAC","2","1","1306300140027006","1159","y"
"f","P_25A130","NOA","PEA","3","3","1306300140027006","1160","y"
"f","P_12A14","PA","PE_INAC","6","2","1306300140027006","1161","y"
"m","P_12A14","PA","PEA","1","2","1306300140027006","1162","y"
"f","P_25A130","PA","PEA","3","11","1306300140027006","1163","y"
"m","P_18A24","PA","PEA","2","4","1306300140027006","1164","y"
"f","P_3A5","PA","PE_INAC","1","1","1306300140027006","1165","y"
"m","P_25A130","PA","PEA","2","11","1306300140027006","1166","y"
"m","P_6A11","PA","PE_INAC","4","2","1306300140027006","1167","y"
"f","P_25A130","NOA","PEA","3","4","1306300140027006","1168","y"
"f","P_25A130","PA","PEA","3","11","1306300140027006","1169","y"
"f","P_25A130","PA","PEA","1","11","1306300140027006","1170","y"
"m","P_25A130","NOA","PEA","4","10","1306300140027006","1171","y"
"f","P_6A11","PA","PE_INAC","3","1","1306300140027006","1172","y"
"m","P_25A130","NOA","PEA","3","3","1306300140027006","1173","y"
"m","P_18A24","PA","PEA","3","11","1306300140027006","1174","y"
"m","P_6A11","PA","PE_INAC","2","2","1306300140027006","1175","y"
"m","P_25A130","NOA","PEA","5","11","1306300140027006","1176","y"
"m","P_25A130","PA","PEA","3","4","1306300140027007","1465","y"
"f","P_6A11","PA","PE_INAC","2","2","1306300140027007","1466","y"
"m","P_3A5","PA","PE_INAC","2","1","1306300140027007","1467","y"
"f","P_18A24","PA","PE_INAC","2","4","1306300140027007","1468","y"
"f","P_15A17","PA","PE_INAC","1","7","1306300140027007","1469","y"
"f","P_25A130","PA","PEA","3","11","1306300140027007","1470","y"
"m","P_25A130","NOA","PEA","2","8","1306300140027007","1471","y"
"f","P_25A130","PA","PEA","1","11","1306300140027007","1472","y"
"m","P_25A130","PA","PEA","3","4","1306300140027007","1473","y"
"m","P_25A130","PA","PEA","2","11","1306300140027007","1474","y"
"m","P_3A5","PA","PE_INAC","1","1","1306300140027007","1475","y"
"f","P_6A11","PA","PE_INAC","2","1","1306300140027007","1476","y"
"m","P_25A130","PA","PEA","3","4","1306300140027007","1477","y"
"f","P_25A130","PA","PEA","3","11","1306300140027007","1478","y"
"f","P_25A130","NOA","PEA","3","11","1306300140027007","1479","y"
"f","P_18A24","PA","PEA","2","11","1306300140027007","1480","y"
"m","P_25A130","NOA","PE_INAC","6","2","1306300140027007","1481","y"
"f","P_25A130","PA","PEA","3","11","1306300140027007","1482","y"
"m","P_0A2","NOA","PE_INAC","0","0","1306300140027007","1483","y"
"m","P_25A130","NOA","PEA","5","11","1306300140027007","1484","y"
"f","P_12A14","PA","PE_INAC","1","3","1306300140027007","1485","y"
"f","P_12A14","PA","PE_INAC","6","2","1306300140027007","1486","y"
"f","P_25A130","PA","PEA","1","11","1306300140027007","1487","y"
"f","P_25A130","PA","PEA","1","11","1306300140027007","1488","y"
"m","P_25A130","NOA","PEA","3","4","1306300140027007","1489","y"
"f","P_25A130","NOA","PEA","2","2","1306300140027007","1490","y"
"f","P_0A2","NOA","PE_INAC","0","0","1306300140027007","1491","y"
"f","P_25A130","PA","PEA","3","11","1306300140027007","1492","y"
"f","P_15A17","PA","PE_INAC","3","3","1306300140027007","1493","y"
"f","P_18A24","PA","PE_INAC","3","4","1306300140027007","1494","y"
"m","P_25A130","PA","PEA","2","11","1306300140027007","1495","y"
"f","P_25A130","NOA","PE_INAC","6","2","1306300140027007","1496","y"
"f","P_15A17","PA","PEA","1","4","1306300140027007","1497","y"
"f","P_25A130","PA","PEA","3","11","1306300140027007","1498","y"
"m","P_25A130","PA","PEA","3","4","1306300140027007","1499","y"
"f","P_25A130","PA","PEA","3","11","1306300140027007","1500","y"
"m","P_25A130","NOA","PEA","6","2","1306300140027007","1501","y"
"f","P_6A11","PA","PE_INAC","3","2","1306300140027007","1502","y"
"f","P_25A130","NOA","PE_INAC","1","11","1306300140027007","1503","y"
"f","P_25A130","NOA","PEA","3","3","1306300140027007","1504","y"
"m","P_0A2","NOA","PE_INAC","0","0","1306300140027007","1505","y"
"m","P_25A130","PA","PEA","2","11","1306300140027007","1506","y"
"m","P_25A130","NOA","PEA","3","3","1306300140027007","1507","y"
"f","P_18A24","PA","PEA","3","4","1306300140027007","1508","y"
"f","P_18A24","PA","PEA","3","4","1306300140027007","1509","y"
"f","P_25A130","PA","PEA","6","11","1306300140027007","1510","y"
"m","P_6A11","PA","PE_INAC","1","2","1306300140027007","1511","y"
"m","P_25A130","NOA","PEA","3","3","1306300140027007","1512","y"
"f","P_25A130","PA","PEA","6","11","1306300140027007","1513","y"
"m","P_0A2","NOA","PE_INAC","0","0","1306300140027007","1514","y"
"m","P_12A14","PA","PEA","1","2","1306300140027008","1515","y"
"f","P_25A130","PA","PEA","3","11","1306300140027008","1516","y"
"m","P_25A130","NOA","PEA","3","11","1306300140027008","1517","y"
"f","P_25A130","PA","PEA","1","11","1306300140027008","1518","y"
"m","P_25A130","PA","PEA","3","4","1306300140027008","1519","y"
"m","P_6A11","PA","PE_INAC","3","1","1306300140027008","1520","y"
"f","P_25A130","PA","PEA","6","11","1306300140027008","1521","y"
"f","P_25A130","NOA","PE_INAC","6","2","1306300140027008","1522","y"
"m","P_25A130","PA","PEA","2","11","1306300140027008","1523","y"
"m","P_25A130","NOA","PEA","3","3","1306300140027008","1524","y"
"f","P_25A130","PA","PEA","3","11","1306300140027008","1525","y"
"f","P_12A14","PA","PE_INAC","5","2","1306300140027008","1526","y"
"f","P_25A130","NOA","PEA","1","3","1306300140027008","1527","y"
"f","P_25A130","PA","PE_INAC","2","11","1306300140027008","1528","y"
"f","P_25A130","PA","PEA","1","11","1306300140027008","1529","y"
"m","P_0A2","NOA","PE_INAC","0","0","1306300140027008","1530","y"
"f","P_25A130","PA","PEA","6","11","1306300140027008","1531","y"
"f","P_15A17","PA","PE_INAC","1","3","1306300140027008","1532","y"
"m","P_25A130","NOA","PEA","3","3","1306300140027008","1533","y"
"f","P_25A130","PA","PEA","3","11","1306300140027008","1534","y"
"m","P_25A130","NOA","PEA","6","2","1306300140027008","1535","y"
"f","P_12A14","PA","PE_INAC","6","2","1306300140027008","1536","y"
"m","P_18A24","PA","PE_INAC","3","4","1306300140027008","1537","y"
"m","P_25A130","NOA","PEA","3","4","1306300140027008","1538","y"
"m","P_15A17","PA","PE_INAC","3","3","1306300140027008","1539","y"
"f","P_12A14","PA","PE_INAC","2","3","1306300140027008","1540","y"
"f","P_25A130","PA","PEA","6","11","1306300140027008","1541","y"
"f","P_18A24","PA","PE_INAC","3","4","1306300140027008","1542","y"
"m","P_25A130","PA","PEA","2","11","1306300140027008","1543","y"
"f","P_3A5","PA","PE_INAC","0","0","1306300140027008","1544","y"
"m","P_6A11","PA","PE_INAC","1","2","1306300140027008","1545","y"
"f","P_25A130","NOA","PEA","5","11","1306300140027008","1546","y"
"f","P_18A24","PA","PEA","3","4","1306300140027008","1547","y"
"m","P_0A2","NOA","PE_INAC","0","0","1306300140027008","1548","y"
"m","P_25A130","PA","PEA","2","11","1306300140027008","1549","y"
"f","P_25A130","PA","PEA","1","11","1306300140027008","1550","y"
"m","P_15A17","PA","PE_INAC","1","4","1306300140027008","1551","y"
"f","P_25A130","PA","PEA","3","11","1306300140027008","1552","y"
"f","P_25A130","PA","PEA","1","11","1306300140027008","1553","y"
"f","P_25A130","PA","PEA","3","11","1306300140027008","1554","y"
"m","P_6A11","PA","PE_INAC","4","2","1306300140027008","1555","y"
"m","P_25A130","PA","PEA","3","4","1306300140027008","1556","y"
"m","P_12A14","PA","PE_INAC","6","2","1306300140027008","1557","y"
"m","P_25A130","PA","PEA","2","11","1306300140027008","1558","y"
"m","P_3A5","PA","PE_INAC","99","1","1306300140027008","1559","y"
"f","P_25A130","PA","PEA","3","11","1306300140027008","1560","y"
"m","P_25A130","PA","PEA","3","4","1306300140027008","1561","y"
"f","P_15A17","PA","PE_INAC","3","3","1306300140027008","1562","y"
"m","P_25A130","NOA","PEA","5","11","1306300140027008","1563","y"
"f","P_3A5","PA","PE_INAC","1","1","1306300140027008","1564","y"
"f","P_15A17","PA","PE_INAC","1","4","1306300140027008","1565","y"
"f","P_3A5","PA","PE_INAC","2","1","1306300140027008","1566","y"
"f","P_18A24","PA","PE_INAC","2","4","1306300140027008","1567","y"
"m","P_25A130","PA","PEA","3","4","1306300140027008","1568","y"
"f","P_25A130","PA","PE_INAC","2","11","1306300140027009","1569","y"
"f","P_6A11","PA","PE_INAC","5","2","1306300140027009","1570","y"
"m","P_25A130","PA","PEA","2","11","1306300140027009","1571","y"
"m","P_15A17","PA","PE_INAC","1","5","1306300140027009","1572","y"
"m","P_25A130","PA","PEA","3","4","1306300140027009","1573","y"
"m","P_25A130","NOA","PEA","3","3","1306300140027009","1574","y"
"m","P_25A130","NOA","PE_INAC","4","9","1306300140027009","1575","y"
"f","P_25A130","PA","PEA","3","11","1306300140027009","1576","y"
"m","P_25A130","NOA","PE_INAC","3","2","1306300140027009","1577","y"
"m","P_6A11","PA","PE_INAC","3","2","1306300140027009","1578","y"
"f","P_25A130","PA","PE_INAC","2","11","1306300140027009","1579","y"
"f","P_25A130","PA","PEA","1","11","1306300140027009","1580","y"
"m","P_18A24","PA","PE_INAC","2","11","1306300140027009","1581","y"
"m","P_18A24","PA","PE_INAC","3","4","1306300140027009","1582","y"
"f","P_25A130","PA","PE_INAC","2","11","1306300140027009","1583","y"
"m","P_25A130","PA","PEA","2","11","1306300140027009","1584","y"
"m","P_18A24","PA","PE_INAC","3","4","1306300140027009","1585","y"
"m","P_25A130","PA","PEA","3","4","1306300140027009","1586","y"
"m","P_3A5","PA","PE_INAC","2","1","1306300140027009","1587","y"
"f","P_3A5","PA","PE_INAC","1","1","1306300140027009","1588","y"
"f","P_6A11","PA","PE_INAC","4","2","1306300140027009","1589","y"
"m","P_0A2","NOA","PE_INAC","0","0","1306300140027009","1590","y"
"f","P_25A130","PA","PEA","3","11","1306300140027009","1591","y"
"f","P_3A5","PA","PE_INAC","0","0","1306300140027009","1592","y"
"m","P_25A130","NOA","PEA","2","3","1306300140027009","1593","y"
"m","P_25A130","PA","PEA","3","4","1306300140027009","1594","y"
"m","P_25A130","NOA","PEA","6","2","1306300140027009","1595","y"
"f","P_25A130","PA","PEA","6","11","1306300140027009","1596","y"
"m","P_25A130","PA","PEA","2","11","1306300140027009","1597","y"
"f","P_25A130","PA","PE_INAC","2","11","1306300140027009","1598","y"
"m","P_25A130","PA","PEA","2","11","1306300140027009","1599","y"
"m","P_0A2","NOA","PE_INAC","0","0","1306300140027009","1600","y"
"f","P_25A130","PA","PEA","3","11","1306300140027009","1601","y"
"m","P_25A130","PA","PEA","3","4","1306300140027009","1602","y"
"f","P_25A130","PA","PEA","3","11","1306300140027009","1603","y"
"m","P_3A5","PA","PE_INAC","1","1","1306300140027009","1604","y"
"f","P_25A130","PA","PEA","6","11","1306300140027009","1605","y"
"f","P_25A130","PA","PE_INAC","2","11","1306300140027009","1606","y"
"m","P_25A130","NOA","PE_INAC","3","4","1306300140027009","1607","y"
"f","P_25A130","PA","PE_INAC","2","11","1306300140027009","1608","y"
"f","P_25A130","PA","PEA","3","11","1306300140027009","1609","y"
"m","P_18A24","PA","PEA","3","11","1306300140027009","1610","y"
"m","P_25A130","PA","PEA","2","11","1306300140027009","1611","y"
"f","P_25A130","PA","PEA","6","11","1306300140027009","1612","y"
"f","P_6A11","PA","PE_INAC","2","2","1306300140027009","1613","y"
"f","P_25A130","PA","PEA","1","11","1306300140027009","1614","y"
"m","P_25A130","PA","PEA","3","4","1306300140027009","1615","y"
"m","P_25A130","NOA","PE_INAC","6","2","1306300140027009","1616","y"
"m","P_18A24","PA","PE_INAC","1","5","1306300140027009","1617","y"
"m","P_25A130","NOA","PE_INAC","3","3","1306300140027010","1618","n"
"f","P_25A130","PA","PEA","6","11","1306300140027010","1619","n"
"f","P_25A130","PA","PEA","1","11","1306300140027010","1620","n"
"f","P_18A24","PA","PE_INAC","2","4","1306300140027010","1621","n"
"m","P_6A11","PA","PE_INAC","4","2","1306300140027010","1622","n"
"m","P_18A24","PA","PEA","3","11","1306300140027010","1623","n"
"m","P_25A130","PA","PEA","3","4","1306300140027010","1624","n"
"f","P_0A2","NOA","PE_INAC","0","0","1306300140027010","1625","n"
"f","P_18A24","PA","PE_INAC","3","4","1306300140027010","1626","n"
"f","P_18A24","PA","PE_INAC","1","11","1306300140027010","1627","n"
"f","P_25A130","PA","PE_INAC","2","11","1306300140027010","1628","n"
"f","P_6A11","PA","PE_INAC","2","2","1306300140027010","1629","n"
"m","P_25A130","PA","PEA","3","4","1306300140027010","1630","n"
"f","P_25A130","PA","PEA","6","11","1306300140027010","1631","n"
"m","P_25A130","PA","PEA","2","11","1306300140027010","1632","n"
"m","P_18A24","PA","PE_INAC","1","11","1306300140027010","1633","n"
"m","P_3A5","PA","PE_INAC","2","1","1306300140027010","1634","n"
"m","P_25A130","PA","PEA","2","11","1306300140027010","1635","n"
"f","P_25A130","PA","PE_INAC","2","11","1306300140027010","1636","n"
"m","P_25A130","PA","PEA","3","4","1306300140027010","1637","n"
"m","P_25A130","PA","PEA","2","11","1306300140027010","1638","n"
"f","P_25A130","PA","PE_INAC","2","11","1306300140027010","1639","n"
"f","P_25A130","PA","PEA","1","11","1306300140027010","1640","n"
"f","P_25A130","NOA","PEA","3","3","1306300140027010","1641","n"
"m","P_18A24","PA","PE_INAC","3","4","1306300140027010","1642","n"
"m","P_25A130","PA","PEA","2","11","1306300140027010","1643","n"
"f","P_25A130","PA","PEA","3","11","1306300140027010","1644","n"
"f","P_25A130","PA","PE_INAC","2","11","1306300140027010","1645","n"
"m","P_3A5","PA","PE_INAC","1","1","1306300140027010","1646","n"
"f","P_0A2","NOA","PE_INAC","0","0","1306300140027010","1647","n"
"f","P_25A130","PA","PE_INAC","2","11","1306300140027010","1648","n"
"f","P_25A130","PA","PEA","3","11","1306300140027010","1649","n"
"m","P_6A11","PA","PE_INAC","2","2","1306300140027010","1650","n"
"f","P_25A130","PA","PE_INAC","2","11","1306300140027010","1651","n"
"m","P_6A11","PA","PE_INAC","1","2","1306300140027010","1652","n"
"f","P_25A130","PA","PE_INAC","2","11","1306300140027010","1653","n"
"m","P_25A130","PA","PEA","3","4","1306300140027010","1654","n"
"m","P_18A24","PA","PE_INAC","3","4","1306300140027010","1655","n"
"m","P_25A130","PA","PEA","2","11","1306300140027010","1656","n"
"f","P_25A130","PA","PEA","3","11","1306300140027010","1657","n"
"f","P_25A130","PA","PEA","3","11","1306300140027010","1658","n"
"m","P_25A130","PA","PEA","3","4","1306300140027010","1659","n"
"f","P_25A130","PA","PE_INAC","2","11","1306300140027010","1660","n"
"m","P_25A130","PA","PEA","2","11","1306300140027010","1661","n"
"m","P_18A24","PA","PE_INAC","3","4","1306300140027010","1662","n"
"f","P_18A24","PA","PEA","3","4","1306300140027010","1663","n"
"m","P_25A130","NOA","PE_INAC","2","2","1306300140027011","1664","n"
"m","P_15A17","PA","PE_INAC","1","5","1306300140027011","1665","n"
"m","P_25A130","PA","PEA","3","4","1306300140027011","1666","n"
"f","P_25A130","PA","PEA","6","11","1306300140027011","1667","n"
"f","P_6A11","PA","PE_INAC","3","1","1306300140027011","1668","n"
"f","P_25A130","PA","PEA","3","11","1306300140027011","1669","n"
"m","P_25A130","PA","PEA","2","11","1306300140027011","1670","n"
"f","P_25A130","PA","PEA","3","11","1306300140027011","1671","n"
"m","P_25A130","PA","PEA","2","11","1306300140027011","1672","n"
"m","P_18A24","PA","PE_INAC","3","4","1306300140027011","1673","n"
"f","P_6A11","PA","PE_INAC","3","2","1306300140027011","1674","n"
"m","P_25A130","NOA","PEA","3","4","1306300140027011","1675","n"
"f","P_25A130","PA","PEA","1","11","1306300140027011","1676","n"
"m","P_18A24","PA","PE_INAC","1","11","1306300140027011","1677","n"
"f","P_25A130","NOA","PEA","3","3","1306300140027011","1678","n"
"m","P_25A130","PA","PEA","3","4","1306300140027012","46","n"
"f","P_3A5","PA","PE_INAC","0","0","1306300140027012","47","n"
"m","P_25A130","PA","PEA","3","4","1306300140027012","48","n"
"f","P_25A130","PA","PEA","1","11","1306300140027012","49","n"
"f","P_0A2","NOA","PE_INAC","0","0","1306300140027012","50","n"
"m","P_25A130","PA","PEA","2","11","1306300140027012","51","n"
"f","P_25A130","PA","PEA","6","11","1306300140027012","52","n"
"f","P_25A130","NOA","PE_INAC","3","2","1306300140027012","53","n"
"m","P_25A130","NOA","PE_INAC","3","3","1306300140027012","54","n"
"m","P_25A130","NOA","PE_INAC","2","2","1306300140027012","55","n"
"m","P_25A130","PA","PEA","2","11","1306300140027012","56","n"
"f","P_25A130","PA","PEA","3","11","1306300140027012","57","n"
"m","P_25A130","PA","PEA","2","11","1306300140027012","58","n"
"m","P_25A130","PA","PEA","3","4","1306300140027012","59","n"
"m","P_25A130","PA","PEA","2","11","1306300140027012","60","n"
"f","P_3A5","PA","PE_INAC","1","1","1306300140027012","61","n"
"f","P_25A130","PA","PE_INAC","2","11","1306300140027012","62","n"
"f","P_25A130","PA","PEA","1","11","1306300140027012","63","n"
"f","P_25A130","PA","PEA","6","11","1306300140027012","64","n"
"m","P_25A130","PA","PEA","2","11","1306300140027012","65","n"
"f","P_25A130","PA","PEA","3","11","1306300140027012","66","n"
"m","P_18A24","PA","PEA","3","11","1306300140027012","67","n"
"m","P_25A130","PA","PEA","3","4","1306300140027012","68","n"
"m","P_25A130","NOA","PEA","1","3","1306300140027012","69","n"
"f","P_12A14","PA","PE_INAC","1","3","1306300140027012","70","n"
"f","P_25A130","NOA","PEA","3","3","1306300140027012","71","n"
"f","P_6A11","PA","PE_INAC","1","2","1306300140027012","72","n"
"m","P_18A24","PA","PE_INAC","1","5","1306300140027012","73","n"
"m","P_6A11","PA","PE_INAC","2","2","1306300140027012","74","n"
"m","P_6A11","PA","PE_INAC","1","2","1306300140027012","75","n"
"f","P_25A130","PA","PE_INAC","2","11","1306300140027012","76","n"
"f","P_25A130","PA","PE_INAC","2","11","1306300140027012","77","n"
"m","P_18A24","PA","PE_INAC","3","4","1306300140027012","78","n"
"f","P_25A130","PA","PEA","3","11","1306300140027012","79","n"
"f","P_25A130","PA","PEA","3","11","1306300140027012","80","n"
"m","P_25A130","NOA","PEA","3","3","1306300140027012","81","n"
"f","P_25A130","PA","PEA","3","11","1306300140027012","82","n"
"m","P_12A14","PA","PE_INAC","6","2","1306300140027012","83","n"
"f","P_25A130","PA","PE_INAC","2","11","1306300140027012","84","n"
"m","P_3A5","PA","PE_INAC","1","1","1306300140027013","85","n"
"m","P_25A130","NOA","PEA","3","11","1306300140027013","86","n"
"m","P_25A130","NOA","PEA","3","3","1306300140027013","87","n"
"f","P_12A14","PA","PE_INAC","1","3","1306300140027013","88","n"
"m","P_15A17","PA","PE_INAC","1","4","1306300140027013","89","n"
"f","P_12A14","PA","PE_INAC","6","2","1306300140027013","90","n"
"m","P_25A130","NOA","PEA","1","4","1306300140027013","91","n"
"m","P_25A130","PA","PEA","3","4","1306300140027013","92","n"
"m","P_25A130","NOA","PEA","2","3","1306300140027014","93","y"
"f","P_6A11","PA","PE_INAC","5","2","1306300140027014","94","y"
"m","P_0A2","NOA","PE_INAC","0","0","1306300140027014","95","y"
"f","P_18A24","PA","PEA","3","4","1306300140027014","96","y"
"m","P_25A130","PA","PEA","3","4","1306300140027014","97","y"
"f","P_25A130","NOA","PEA","3","3","1306300140027014","98","y"
"f","P_6A11","PA","PE_INAC","1","2","1306300140027014","99","y"
"f","P_25A130","PA","PEA","3","11","1306300140027014","100","y"
"m","P_15A17","PA","PE_INAC","1","4","1306300140027014","101","y"
"f","P_18A24","PA","PE_INAC","3","4","1306300140027014","102","y"
"m","P_15A17","PA","PE_INAC","1","5","1306300140027014","103","y"
"m","P_25A130","PA","PEA","3","4","1306300140027014","104","y"
"m","P_25A130","PA","PEA","2","11","1306300140027014","105","y"
"m","P_6A11","PA","PE_INAC","3","2","1306300140027015","106","y"
"m","P_6A11","PA","PE_INAC","1","2","1306300140027015","107","y"
"m","P_15A17","PA","PEA","2","4","1306300140027015","108","y"
"m","P_12A14","PA","PEA","1","2","1306300140027015","109","y"
"m","P_3A5","PA","PE_INAC","0","0","1306300140027015","110","y"
